hb,cancer_site,sex,year,incidences_all_ages,crude_rate,hb_name
S08000016,Oral cavity,Female,2003,6,10.6959498,NHS Borders
S08000016,Oral cavity,Female,2004,1,1.767690159,NHS Borders
S08000016,Oral cavity,Female,2005,3,5.268333802,NHS Borders
S08000016,Oral cavity,Female,2006,1,1.748710326,NHS Borders
S08000016,Oral cavity,Female,2007,6,10.37254732,NHS Borders
S08000016,Oral cavity,Female,2008,5,8.545839885,NHS Borders
S08000016,Oral cavity,Female,2009,2,3.408374376,NHS Borders
S08000016,Oral cavity,Female,2010,6,10.21120169,NHS Borders
S08000016,Oral cavity,Female,2011,2,3.408025901,NHS Borders
S08000016,Oral cavity,Female,2012,5,8.541606164,NHS Borders
S08000016,Oral cavity,Female,2013,4,6.829551469,NHS Borders
S08000016,Oral cavity,Female,2014,4,6.811873095,NHS Borders
S08000016,Oral cavity,Female,2015,4,6.807699508,NHS Borders
S08000016,Oral cavity,Female,2016,2,3.389026333,NHS Borders
S08000016,Oral cavity,Female,2017,1,1.68830511,NHS Borders
S08000016,Oral cavity,Female,2018,4,6.747524502,NHS Borders
S08000016,Oral cavity,Female,2019,4,6.735480829,NHS Borders
S08000016,Oral cavity,Female,2020,4,6.758126647,NHS Borders
S08000016,Salivary glands,All,1996,1,0.944643869,NHS Borders
S08000016,Salivary glands,All,1997,2,1.887504719,NHS Borders
S08000016,Salivary glands,All,1998,0,0,NHS Borders
S08000016,Salivary glands,All,1999,1,0.945090256,NHS Borders
S08000016,Salivary glands,All,2000,0,0,NHS Borders
S08000016,Salivary glands,All,2001,3,2.805049088,NHS Borders
S08000016,Salivary glands,All,2002,0,0,NHS Borders
S08000016,Salivary glands,All,2003,2,1.845188671,NHS Borders
S08000016,Salivary glands,All,2004,1,0.913659205,NHS Borders
S08000016,Salivary glands,All,2005,1,0.907029478,NHS Borders
S08000016,Salivary glands,All,2006,3,2.706115822,NHS Borders
S08000016,Salivary glands,All,2007,0,0,NHS Borders
S08000016,Salivary glands,All,2008,0,0,NHS Borders
S08000016,Salivary glands,All,2009,3,2.64107756,NHS Borders
S08000016,Salivary glands,All,2010,1,0.879507476,NHS Borders
S08000016,Salivary glands,All,2011,1,0.878117316,NHS Borders
S08000016,Salivary glands,All,2012,2,1.758705593,NHS Borders
S08000016,Salivary glands,All,2013,0,0,NHS Borders
S08000016,Salivary glands,All,2014,1,0.876885303,NHS Borders
S08000016,Salivary glands,All,2015,0,0,NHS Borders
S08000016,Salivary glands,All,2016,4,3.492534707,NHS Borders
S08000016,Salivary glands,All,2017,1,0.869414015,NHS Borders
S08000016,Salivary glands,All,2018,1,0.867528412,NHS Borders
S08000016,Salivary glands,All,2019,2,1.731451822,NHS Borders
S08000016,Salivary glands,All,2020,1,0.867754252,NHS Borders
S08000016,Salivary glands,Male,1996,0,0,NHS Borders
S08000016,Salivary glands,Male,1997,1,1.965177062,NHS Borders
S08000016,Salivary glands,Male,1998,0,0,NHS Borders
S08000016,Salivary glands,Male,1999,1,1.963633507,NHS Borders
S08000016,Salivary glands,Male,2000,0,0,NHS Borders
S08000016,Salivary glands,Male,2001,1,1.942992597,NHS Borders
S08000016,Salivary glands,Male,2002,0,0,NHS Borders
S08000016,Salivary glands,Male,2003,1,1.912265269,NHS Borders
S08000016,Salivary glands,Male,2004,1,1.891109892,NHS Borders
S08000016,Salivary glands,Male,2005,0,0,NHS Borders
S08000016,Salivary glands,Male,2006,3,5.589194224,NHS Borders
S08000016,Salivary glands,Male,2007,0,0,NHS Borders
S08000016,Salivary glands,Male,2008,0,0,NHS Borders
S08000016,Salivary glands,Male,2009,2,3.642257471,NHS Borders
S08000016,Salivary glands,Male,2010,1,1.820134326,NHS Borders
S08000016,Salivary glands,Male,2011,0,0,NHS Borders
S08000016,Salivary glands,Male,2012,1,1.812152293,NHS Borders
S08000016,Salivary glands,Male,2013,0,0,NHS Borders
S08000016,Salivary glands,Male,2014,1,1.807697175,NHS Borders
S08000016,Salivary glands,Male,2015,0,0,NHS Borders
S08000016,Salivary glands,Male,2016,0,0,NHS Borders
S08000016,Salivary glands,Male,2017,1,1.792468049,NHS Borders
S08000016,Salivary glands,Male,2018,1,1.78606512,NHS Borders
S08000016,Salivary glands,Male,2019,1,1.781800688,NHS Borders
S08000016,Salivary glands,Male,2020,1,1.784057661,NHS Borders
S08000016,Salivary glands,Female,1996,1,1.816530427,NHS Borders
S08000016,Salivary glands,Female,1997,1,1.815738824,NHS Borders
S08000016,Salivary glands,Female,1998,0,0,NHS Borders
S08000016,Salivary glands,Female,1999,0,0,NHS Borders
S08000016,Salivary glands,Female,2000,0,0,NHS Borders
S08000016,Salivary glands,Female,2001,2,3.604707748,NHS Borders
S08000016,Salivary glands,Female,2002,0,0,NHS Borders
S08000016,Salivary glands,Female,2003,1,1.7826583,NHS Borders
S08000016,Salivary glands,Female,2004,0,0,NHS Borders
S08000016,Salivary glands,Female,2005,1,1.756111267,NHS Borders
S08000016,Salivary glands,Female,2006,0,0,NHS Borders
S08000016,Salivary glands,Female,2007,0,0,NHS Borders
S08000016,Salivary glands,Female,2008,0,0,NHS Borders
S08000016,Salivary glands,Female,2009,1,1.704187188,NHS Borders
S08000016,Salivary glands,Female,2010,0,0,NHS Borders
S08000016,Salivary glands,Female,2011,1,1.70401295,NHS Borders
S08000016,Salivary glands,Female,2012,1,1.708321233,NHS Borders
S08000016,Salivary glands,Female,2013,0,0,NHS Borders
S08000016,Salivary glands,Female,2014,0,0,NHS Borders
S08000016,Salivary glands,Female,2015,0,0,NHS Borders
S08000016,Salivary glands,Female,2016,4,6.778052665,NHS Borders
S08000016,Salivary glands,Female,2017,0,0,NHS Borders
S08000016,Salivary glands,Female,2018,0,0,NHS Borders
S08000016,Salivary glands,Female,2019,1,1.683870207,NHS Borders
S08000016,Salivary glands,Female,2020,0,0,NHS Borders
S08000016,Thyroid,All,1996,4,3.778575477,NHS Borders
S08000016,Thyroid,All,1997,6,5.662514156,NHS Borders
S08000016,Thyroid,All,1998,1,0.943040362,NHS Borders
S08000016,Thyroid,All,1999,6,5.670541537,NHS Borders
S08000016,Thyroid,All,2000,2,1.882352941,NHS Borders
S08000016,Thyroid,All,2001,6,5.610098177,NHS Borders
S08000016,Thyroid,All,2002,5,4.6498651539999996,NHS Borders
S08000016,Thyroid,All,2003,7,6.458160347,NHS Borders
S08000016,Thyroid,All,2004,8,7.309273641,NHS Borders
S08000016,Thyroid,All,2005,7,6.349206349,NHS Borders
S08000016,Thyroid,All,2006,3,2.706115822,NHS Borders
S08000016,Thyroid,All,2007,8,7.130124777,NHS Borders
S08000016,Thyroid,All,2008,2,1.764290755,NHS Borders
S08000016,Thyroid,All,2009,8,7.042873492,NHS Borders
S08000016,Thyroid,All,2010,15,13.19261214,NHS Borders
S08000016,Thyroid,All,2011,8,7.024938532,NHS Borders
S08000016,Thyroid,All,2012,5,4.396763982,NHS Borders
S08000016,Thyroid,All,2013,8,7.024938532,NHS Borders
S08000016,Thyroid,All,2014,12,10.52262364,NHS Borders
S08000016,Thyroid,All,2015,23,20.17013067,NHS Borders
S08000016,Thyroid,All,2016,13,11.3507378,NHS Borders
S08000016,Thyroid,All,2017,5,4.347070075,NHS Borders
S08000016,Thyroid,All,2018,4,3.470113646,NHS Borders
S08000016,Thyroid,All,2019,4,3.462903645,NHS Borders
S08000016,Thyroid,All,2020,4,3.471017008,NHS Borders
S08000016,Thyroid,Male,1996,1,1.968116512,NHS Borders
S08000016,Thyroid,Male,1997,3,5.895531187,NHS Borders
S08000016,Thyroid,Male,1998,1,1.962939698,NHS Borders
S08000016,Thyroid,Male,1999,1,1.963633507,NHS Borders
S08000016,Thyroid,Male,2000,1,1.956793989,NHS Borders
S08000016,Thyroid,Male,2001,1,1.942992597,NHS Borders
S08000016,Thyroid,Male,2002,1,1.927785168,NHS Borders
S08000016,Thyroid,Male,2003,1,1.912265269,NHS Borders
S08000016,Thyroid,Male,2004,4,7.56443957,NHS Borders
S08000016,Thyroid,Male,2005,3,5.627884291,NHS Borders
S08000016,Thyroid,Male,2006,1,1.863064741,NHS Borders
S08000016,Thyroid,Male,2007,2,3.679514304,NHS Borders
S08000016,Thyroid,Male,2008,0,0,NHS Borders
S08000016,Thyroid,Male,2009,3,5.463386207,NHS Borders
S08000016,Thyroid,Male,2010,6,10.92080596,NHS Borders
S08000016,Thyroid,Male,2011,5,9.058791557,NHS Borders
S08000016,Thyroid,Male,2012,1,1.812152293,NHS Borders
S08000016,Thyroid,Male,2013,3,5.423875902,NHS Borders
S08000016,Thyroid,Male,2014,2,3.615394349,NHS Borders
S08000016,Thyroid,Male,2015,3,5.427604798,NHS Borders
S08000016,Thyroid,Male,2016,5,9.006412566,NHS Borders
S08000016,Thyroid,Male,2017,3,5.377404148,NHS Borders
S08000016,Thyroid,Male,2018,0,0,NHS Borders
S08000016,Thyroid,Male,2019,1,1.781800688,NHS Borders
S08000016,Thyroid,Male,2020,0,0,NHS Borders
S08000016,Thyroid,Female,1996,3,5.449591281,NHS Borders
S08000016,Thyroid,Female,1997,3,5.447216472,NHS Borders
S08000016,Thyroid,Female,1998,0,0,NHS Borders
S08000016,Thyroid,Female,1999,5,9.110123169,NHS Borders
S08000016,Thyroid,Female,2000,1,1.81336815,NHS Borders
S08000016,Thyroid,Female,2001,5,9.011769371,NHS Borders
S08000016,Thyroid,Female,2002,4,7.186876763,NHS Borders
S08000016,Thyroid,Female,2003,6,10.6959498,NHS Borders
S08000016,Thyroid,Female,2004,4,7.070760637,NHS Borders
S08000016,Thyroid,Female,2005,4,7.024445069,NHS Borders
S08000016,Thyroid,Female,2006,2,3.497420652,NHS Borders
S08000016,Thyroid,Female,2007,6,10.37254732,NHS Borders
S08000016,Thyroid,Female,2008,2,3.418335954,NHS Borders
S08000016,Thyroid,Female,2009,5,8.52093594,NHS Borders
S08000016,Thyroid,Female,2010,9,15.31680253,NHS Borders
S08000016,Thyroid,Female,2011,3,5.112038851,NHS Borders
S08000016,Thyroid,Female,2012,4,6.833284931,NHS Borders
S08000016,Thyroid,Female,2013,5,8.536939337,NHS Borders
S08000016,Thyroid,Female,2014,10,17.02968274,NHS Borders
S08000016,Thyroid,Female,2015,20,34.03849754,NHS Borders
S08000016,Thyroid,Female,2016,8,13.55610533,NHS Borders
S08000016,Thyroid,Female,2017,2,3.376610221,NHS Borders
S08000016,Thyroid,Female,2018,4,6.747524502,NHS Borders
S08000016,Thyroid,Female,2019,3,5.051610622,NHS Borders
S08000016,Thyroid,Female,2020,4,6.758126647,NHS Borders
S08000016,Tongue,All,1996,1,0.944643869,NHS Borders
S08000016,Tongue,All,1997,0,0,NHS Borders
S08000016,Tongue,All,1998,3,2.829121086,NHS Borders
S08000016,Tongue,All,1999,1,0.945090256,NHS Borders
S08000016,Tongue,All,2000,2,1.882352941,NHS Borders
S08000016,Tongue,All,2001,3,2.805049088,NHS Borders
S08000016,Tongue,All,2002,2,1.859946062,NHS Borders
S08000016,Tongue,All,2003,3,2.767783006,NHS Borders
S08000016,Tongue,All,2004,0,0,NHS Borders
S08000016,Tongue,All,2005,2,1.814058957,NHS Borders
S08000016,Tongue,All,2006,2,1.804077215,NHS Borders
S08000016,Tongue,All,2007,7,6.23885918,NHS Borders
S08000016,Tongue,All,2008,8,7.05716302,NHS Borders
S08000016,Tongue,All,2009,0,0,NHS Borders
S08000016,Tongue,All,2010,3,2.638522427,NHS Borders
S08000016,Tongue,All,2011,6,5.268703899,NHS Borders
S08000016,Tongue,All,2012,5,4.396763982,NHS Borders
S08000016,Tongue,All,2013,3,2.634351949,NHS Borders
S08000016,Tongue,All,2014,4,3.507541214,NHS Borders
S08000016,Tongue,All,2015,3,2.630886609,NHS Borders
S08000016,Tongue,All,2016,4,3.492534707,NHS Borders
S08000016,Tongue,All,2017,1,0.869414015,NHS Borders
S08000016,Tongue,All,2018,3,2.602585235,NHS Borders
S08000016,Tongue,All,2019,5,4.328629556,NHS Borders
S08000016,Tongue,All,2020,8,6.942034016,NHS Borders
S08000016,Tongue,Male,1996,0,0,NHS Borders
S08000016,Tongue,Male,1997,0,0,NHS Borders
S08000016,Tongue,Male,1998,1,1.962939698,NHS Borders
S08000016,Tongue,Male,1999,1,1.963633507,NHS Borders
S08000016,Tongue,Male,2000,1,1.956793989,NHS Borders
S08000016,Tongue,Male,2001,1,1.942992597,NHS Borders
S08000016,Tongue,Male,2002,1,1.927785168,NHS Borders
S08000016,Tongue,Male,2003,0,0,NHS Borders
S08000016,Tongue,Male,2004,0,0,NHS Borders
S08000016,Tongue,Male,2005,2,3.75192286,NHS Borders
S08000016,Tongue,Male,2006,2,3.726129483,NHS Borders
S08000016,Tongue,Male,2007,3,5.519271456,NHS Borders
S08000016,Tongue,Male,2008,5,9.115437906,NHS Borders
S08000016,Tongue,Male,2009,0,0,NHS Borders
S08000016,Tongue,Male,2010,0,0,NHS Borders
S08000016,Tongue,Male,2011,5,9.058791557,NHS Borders
S08000016,Tongue,Male,2012,2,3.624304587,NHS Borders
S08000016,Tongue,Male,2013,2,3.615917268,NHS Borders
S08000016,Tongue,Male,2014,1,1.807697175,NHS Borders
S08000016,Tongue,Male,2015,2,3.618403199,NHS Borders
S08000016,Tongue,Male,2016,3,5.403847539,NHS Borders
S08000016,Tongue,Male,2017,1,1.792468049,NHS Borders
S08000016,Tongue,Male,2018,2,3.57213024,NHS Borders
S08000016,Tongue,Male,2019,3,5.345402063,NHS Borders
S08000016,Tongue,Male,2020,7,12.48840363,NHS Borders
S08000016,Tongue,Female,1996,1,1.816530427,NHS Borders
S08000016,Tongue,Female,1997,0,0,NHS Borders
S08000016,Tongue,Female,1998,2,3.630027588,NHS Borders
S08000016,Tongue,Female,1999,0,0,NHS Borders
S08000016,Tongue,Female,2000,1,1.81336815,NHS Borders
S08000016,Tongue,Female,2001,2,3.604707748,NHS Borders
S08000016,Tongue,Female,2002,1,1.796719191,NHS Borders
S08000016,Tongue,Female,2003,3,5.3479749,NHS Borders
S08000016,Tongue,Female,2004,0,0,NHS Borders
S08000016,Tongue,Female,2005,0,0,NHS Borders
S08000016,Tongue,Female,2006,0,0,NHS Borders
S08000016,Tongue,Female,2007,4,6.91503155,NHS Borders
S08000016,Tongue,Female,2008,3,5.127503931,NHS Borders
S08000016,Tongue,Female,2009,0,0,NHS Borders
S08000016,Tongue,Female,2010,3,5.105600844,NHS Borders
S08000016,Tongue,Female,2011,1,1.70401295,NHS Borders
S08000016,Tongue,Female,2012,3,5.124963698,NHS Borders
S08000016,Tongue,Female,2013,1,1.707387867,NHS Borders
S08000016,Tongue,Female,2014,3,5.108904821,NHS Borders
S08000016,Tongue,Female,2015,1,1.701924877,NHS Borders
S08000016,Tongue,Female,2016,1,1.694513166,NHS Borders
S08000016,Tongue,Female,2017,0,0,NHS Borders
S08000016,Tongue,Female,2018,1,1.686881125,NHS Borders
S08000016,Tongue,Female,2019,2,3.367740415,NHS Borders
S08000016,Tongue,Female,2020,1,1.689531662,NHS Borders
S08000016,Oropharyngeal cancers,All,1996,0,0,NHS Borders
S08000016,Oropharyngeal cancers,All,1997,1,0.943752359,NHS Borders
S08000016,Oropharyngeal cancers,All,1998,2,1.886080724,NHS Borders
S08000016,Oropharyngeal cancers,All,1999,3,2.835270768,NHS Borders
S08000016,Oropharyngeal cancers,All,2000,1,0.941176471,NHS Borders
S08000016,Oropharyngeal cancers,All,2001,3,2.805049088,NHS Borders
S08000016,Oropharyngeal cancers,All,2002,4,3.719892123,NHS Borders
S08000016,Oropharyngeal cancers,All,2003,1,0.922594335,NHS Borders
S08000016,Oropharyngeal cancers,All,2004,2,1.82731841,NHS Borders
S08000016,Oropharyngeal cancers,All,2005,6,5.442176871,NHS Borders
S08000016,Oropharyngeal cancers,All,2006,3,2.706115822,NHS Borders
S08000016,Oropharyngeal cancers,All,2007,1,0.891265597,NHS Borders
S08000016,Oropharyngeal cancers,All,2008,3,2.646436133,NHS Borders
S08000016,Oropharyngeal cancers,All,2009,1,0.880359187,NHS Borders
S08000016,Oropharyngeal cancers,All,2010,3,2.638522427,NHS Borders
S08000016,Oropharyngeal cancers,All,2011,8,7.024938532,NHS Borders
S08000016,Oropharyngeal cancers,All,2012,7,6.155469574,NHS Borders
S08000016,Oropharyngeal cancers,All,2013,3,2.634351949,NHS Borders
S08000016,Oropharyngeal cancers,All,2014,3,2.63065591,NHS Borders
S08000016,Oropharyngeal cancers,All,2015,6,5.261773218,NHS Borders
S08000016,Oropharyngeal cancers,All,2016,10,8.731336768,NHS Borders
S08000016,Oropharyngeal cancers,All,2017,14,12.17179621,NHS Borders
S08000016,Oropharyngeal cancers,All,2018,8,6.940227292,NHS Borders
S08000016,Oropharyngeal cancers,All,2019,12,10.38871093,NHS Borders
S08000016,Oropharyngeal cancers,All,2020,8,6.942034016,NHS Borders
S08000016,Oropharyngeal cancers,Male,1996,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Male,1997,1,1.965177062,NHS Borders
S08000016,Oropharyngeal cancers,Male,1998,2,3.925879397,NHS Borders
S08000016,Oropharyngeal cancers,Male,1999,1,1.963633507,NHS Borders
S08000016,Oropharyngeal cancers,Male,2000,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Male,2001,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Male,2002,2,3.855570335,NHS Borders
S08000016,Oropharyngeal cancers,Male,2003,1,1.912265269,NHS Borders
S08000016,Oropharyngeal cancers,Male,2004,2,3.782219785,NHS Borders
S08000016,Oropharyngeal cancers,Male,2005,5,9.379807151,NHS Borders
S08000016,Oropharyngeal cancers,Male,2006,2,3.726129483,NHS Borders
S08000016,Oropharyngeal cancers,Male,2007,1,1.839757152,NHS Borders
S08000016,Oropharyngeal cancers,Male,2008,3,5.469262743,NHS Borders
S08000016,Oropharyngeal cancers,Male,2009,1,1.821128736,NHS Borders
S08000016,Oropharyngeal cancers,Male,2010,2,3.640268652,NHS Borders
S08000016,Oropharyngeal cancers,Male,2011,7,12.68230818,NHS Borders
S08000016,Oropharyngeal cancers,Male,2012,5,9.060761466,NHS Borders
S08000016,Oropharyngeal cancers,Male,2013,2,3.615917268,NHS Borders
S08000016,Oropharyngeal cancers,Male,2014,2,3.615394349,NHS Borders
S08000016,Oropharyngeal cancers,Male,2015,4,7.236806397,NHS Borders
S08000016,Oropharyngeal cancers,Male,2016,6,10.80769508,NHS Borders
S08000016,Oropharyngeal cancers,Male,2017,12,21.50961659,NHS Borders
S08000016,Oropharyngeal cancers,Male,2018,7,12.50245584,NHS Borders
S08000016,Oropharyngeal cancers,Male,2019,8,14.2544055,NHS Borders
S08000016,Oropharyngeal cancers,Male,2020,5,8.920288304,NHS Borders
S08000016,Oropharyngeal cancers,Female,1996,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,1997,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,1998,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,1999,2,3.644049268,NHS Borders
S08000016,Oropharyngeal cancers,Female,2000,1,1.81336815,NHS Borders
S08000016,Oropharyngeal cancers,Female,2001,3,5.407061622,NHS Borders
S08000016,Oropharyngeal cancers,Female,2002,2,3.593438382,NHS Borders
S08000016,Oropharyngeal cancers,Female,2003,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,2004,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,2005,1,1.756111267,NHS Borders
S08000016,Oropharyngeal cancers,Female,2006,1,1.748710326,NHS Borders
S08000016,Oropharyngeal cancers,Female,2007,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,2008,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,2009,0,0,NHS Borders
S08000016,Oropharyngeal cancers,Female,2010,1,1.701866948,NHS Borders
S08000016,Oropharyngeal cancers,Female,2011,1,1.70401295,NHS Borders
S08000016,Oropharyngeal cancers,Female,2012,2,3.416642465,NHS Borders
S08000016,Oropharyngeal cancers,Female,2013,1,1.707387867,NHS Borders
S08000016,Oropharyngeal cancers,Female,2014,1,1.702968274,NHS Borders
S08000016,Oropharyngeal cancers,Female,2015,2,3.403849754,NHS Borders
S08000016,Oropharyngeal cancers,Female,2016,4,6.778052665,NHS Borders
S08000016,Oropharyngeal cancers,Female,2017,2,3.376610221,NHS Borders
S08000016,Oropharyngeal cancers,Female,2018,1,1.686881125,NHS Borders
S08000016,Oropharyngeal cancers,Female,2019,4,6.735480829,NHS Borders
S08000016,Oropharyngeal cancers,Female,2020,3,5.068594985,NHS Borders
S08000016,Hodgkin lymphoma,All,1996,3,2.833931608,NHS Borders
S08000016,Hodgkin lymphoma,All,1997,3,2.831257078,NHS Borders
S08000016,Hodgkin lymphoma,All,1998,4,3.772161449,NHS Borders
S08000016,Hodgkin lymphoma,All,1999,2,1.890180512,NHS Borders
S08000016,Hodgkin lymphoma,All,2000,3,2.823529412,NHS Borders
S08000016,Hodgkin lymphoma,All,2001,3,2.805049088,NHS Borders
S08000016,Hodgkin lymphoma,All,2002,6,5.579838185,NHS Borders
S08000016,Hodgkin lymphoma,All,2003,2,1.845188671,NHS Borders
S08000016,Hodgkin lymphoma,All,2004,3,2.740977615,NHS Borders
S08000016,Hodgkin lymphoma,All,2005,6,5.442176871,NHS Borders
S08000016,Hodgkin lymphoma,All,2006,1,0.902038607,NHS Borders
S08000016,Hodgkin lymphoma,All,2007,5,4.456327986,NHS Borders
S08000016,Hodgkin lymphoma,All,2008,5,4.410726888,NHS Borders
S08000016,Hodgkin lymphoma,All,2009,4,3.521436746,NHS Borders
S08000016,Hodgkin lymphoma,All,2010,4,3.518029903,NHS Borders
S08000016,Hodgkin lymphoma,All,2011,4,3.512469266,NHS Borders
S08000016,Hodgkin lymphoma,All,2012,6,5.276116778,NHS Borders
S08000016,Hodgkin lymphoma,All,2013,4,3.512469266,NHS Borders
S08000016,Hodgkin lymphoma,All,2014,1,0.876885303,NHS Borders
S08000016,Hodgkin lymphoma,All,2015,5,4.384811015,NHS Borders
S08000016,Hodgkin lymphoma,All,2016,4,3.492534707,NHS Borders
S08000016,Hodgkin lymphoma,All,2017,4,3.47765606,NHS Borders
S08000016,Hodgkin lymphoma,All,2018,2,1.735056823,NHS Borders
S08000016,Hodgkin lymphoma,All,2019,2,1.731451822,NHS Borders
S08000016,Hodgkin lymphoma,All,2020,4,3.471017008,NHS Borders
S08000016,Hodgkin lymphoma,Male,1996,2,3.936233025,NHS Borders
S08000016,Hodgkin lymphoma,Male,1997,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Male,1998,2,3.925879397,NHS Borders
S08000016,Hodgkin lymphoma,Male,1999,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Male,2000,1,1.956793989,NHS Borders
S08000016,Hodgkin lymphoma,Male,2001,3,5.828977792,NHS Borders
S08000016,Hodgkin lymphoma,Male,2002,4,7.71114067,NHS Borders
S08000016,Hodgkin lymphoma,Male,2003,2,3.824530539,NHS Borders
S08000016,Hodgkin lymphoma,Male,2004,1,1.891109892,NHS Borders
S08000016,Hodgkin lymphoma,Male,2005,4,7.503845721,NHS Borders
S08000016,Hodgkin lymphoma,Male,2006,1,1.863064741,NHS Borders
S08000016,Hodgkin lymphoma,Male,2007,4,7.359028608,NHS Borders
S08000016,Hodgkin lymphoma,Male,2008,4,7.292350325,NHS Borders
S08000016,Hodgkin lymphoma,Male,2009,1,1.821128736,NHS Borders
S08000016,Hodgkin lymphoma,Male,2010,3,5.460402978,NHS Borders
S08000016,Hodgkin lymphoma,Male,2011,2,3.623516623,NHS Borders
S08000016,Hodgkin lymphoma,Male,2012,3,5.43645688,NHS Borders
S08000016,Hodgkin lymphoma,Male,2013,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Male,2014,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Male,2015,1,1.809201599,NHS Borders
S08000016,Hodgkin lymphoma,Male,2016,3,5.403847539,NHS Borders
S08000016,Hodgkin lymphoma,Male,2017,1,1.792468049,NHS Borders
S08000016,Hodgkin lymphoma,Male,2018,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Male,2019,2,3.563601376,NHS Borders
S08000016,Hodgkin lymphoma,Male,2020,1,1.784057661,NHS Borders
S08000016,Hodgkin lymphoma,Female,1996,1,1.816530427,NHS Borders
S08000016,Hodgkin lymphoma,Female,1997,3,5.447216472,NHS Borders
S08000016,Hodgkin lymphoma,Female,1998,2,3.630027588,NHS Borders
S08000016,Hodgkin lymphoma,Female,1999,2,3.644049268,NHS Borders
S08000016,Hodgkin lymphoma,Female,2000,2,3.6267363,NHS Borders
S08000016,Hodgkin lymphoma,Female,2001,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Female,2002,2,3.593438382,NHS Borders
S08000016,Hodgkin lymphoma,Female,2003,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Female,2004,2,3.535380319,NHS Borders
S08000016,Hodgkin lymphoma,Female,2005,2,3.512222534,NHS Borders
S08000016,Hodgkin lymphoma,Female,2006,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Female,2007,1,1.728757887,NHS Borders
S08000016,Hodgkin lymphoma,Female,2008,1,1.709167977,NHS Borders
S08000016,Hodgkin lymphoma,Female,2009,3,5.112561564,NHS Borders
S08000016,Hodgkin lymphoma,Female,2010,1,1.701866948,NHS Borders
S08000016,Hodgkin lymphoma,Female,2011,2,3.408025901,NHS Borders
S08000016,Hodgkin lymphoma,Female,2012,3,5.124963698,NHS Borders
S08000016,Hodgkin lymphoma,Female,2013,4,6.829551469,NHS Borders
S08000016,Hodgkin lymphoma,Female,2014,1,1.702968274,NHS Borders
S08000016,Hodgkin lymphoma,Female,2015,4,6.807699508,NHS Borders
S08000016,Hodgkin lymphoma,Female,2016,1,1.694513166,NHS Borders
S08000016,Hodgkin lymphoma,Female,2017,3,5.064915331,NHS Borders
S08000016,Hodgkin lymphoma,Female,2018,2,3.373762251,NHS Borders
S08000016,Hodgkin lymphoma,Female,2019,0,0,NHS Borders
S08000016,Hodgkin lymphoma,Female,2020,3,5.068594985,NHS Borders
S08000016,Kidney,All,1996,13,12.2803703,NHS Borders
S08000016,Kidney,All,1997,13,12.26878067,NHS Borders
S08000016,Kidney,All,1998,18,16.97472652,NHS Borders
S08000016,Kidney,All,1999,10,9.450902561,NHS Borders
S08000016,Kidney,All,2000,18,16.94117647,NHS Borders
S08000016,Kidney,All,2001,23,21.50537634,NHS Borders
S08000016,Kidney,All,2002,13,12.0896494,NHS Borders
S08000016,Kidney,All,2003,11,10.14853769,NHS Borders
S08000016,Kidney,All,2004,23,21.01416172,NHS Borders
S08000016,Kidney,All,2005,16,14.51247166,NHS Borders
S08000016,Kidney,All,2006,21,18.94281075,NHS Borders
S08000016,Kidney,All,2007,31,27.62923351,NHS Borders
S08000016,Kidney,All,2008,27,23.81792519,NHS Borders
S08000016,Kidney,All,2009,17,14.96610617,NHS Borders
S08000016,Kidney,All,2010,23,20.22867194,NHS Borders
S08000016,Kidney,All,2011,22,19.31858096,NHS Borders
S08000016,Kidney,All,2012,18,15.82835033,NHS Borders
S08000016,Kidney,All,2013,8,7.024938532,NHS Borders
S08000016,Kidney,All,2014,36,31.56787092,NHS Borders
S08000016,Kidney,All,2015,28,24.55494168,NHS Borders
S08000016,Kidney,All,2016,30,26.1940103,NHS Borders
S08000016,Kidney,All,2017,25,21.73535037,NHS Borders
S08000016,Kidney,All,2018,19,16.48303982,NHS Borders
S08000016,Kidney,All,2019,20,17.31451822,NHS Borders
S08000016,Kidney,All,2020,20,17.35508504,NHS Borders
S08000016,Kidney,Male,1996,9,17.71304861,NHS Borders
S08000016,Kidney,Male,1997,7,13.75623944,NHS Borders
S08000016,Kidney,Male,1998,12,23.55527638,NHS Borders
S08000016,Kidney,Male,1999,7,13.74543455,NHS Borders
